Id,Predicted
1,0.28801376962386177
2,0.2808815960571391
3,0.3135577172262553
4,0.3035038409702889
5,0.29846113574443756
6,0.2730109698213929
7,0.3286123943572331
8,0.4465533085761981
9,0.31309851098517827
10,0.3056664331883336
11,0.3359906474966155
12,0.3062392729583173
13,0.31225192555145
14,0.2797181960367289
15,0.3039641670196153
16,0.7610398082338838
17,0.30831160295252347
18,0.2893974235305493
19,0.3181762462598284
20,0.3041987296688471
21,0.3018708699458192
22,0.8502156052201568
23,0.2986499885055332
24,0.2725465177664271
25,0.2971666022783009
26,0.2731592581967017
27,0.3760126792154471
28,0.3906126666757107
29,0.37502797656584425
30,0.30913708569225135
31,0.3023835086520928
32,0.6639419635898344
33,0.2789790597016655
34,0.3441923888417443
35,0.27767845290093607
36,1.6526751000757272
37,0.3238727460965501
38,0.2915788087297153
39,0.3525306353947032
40,0.2931943549189147
41,0.276536945351046
42,0.312816451149619
43,0.2927682989502074
44,0.27416428119026787
45,0.3100606113245588
46,0.27722127608989255
47,0.3186668610524366
48,0.3931337994875132
49,0.7905531827973824
50,0.33159066674525656
51,0.27557039555964913
52,0.2870048860699662
53,0.31164630613327593
54,2.2145495259330645
55,0.3899752040075337
56,0.27773889568953625
57,0.3000743714069868
58,0.39258516434224194
59,0.2865964691765534
60,0.4369301926639096
61,0.30609604259228934
62,0.3068328787778602
63,0.5168772223285456
64,0.29568050254804285
65,0.6845543617589549
66,0.37840555048763547
67,0.2782902886945958
68,0.27777296718143785
69,0.30849916468367894
70,0.34456386018480967
71,0.3131972006133846
72,0.29418066825302985
73,0.27889064612278314
74,0.36232053630728733
75,0.37771219871530576
76,0.32364554350131675
77,0.3310855723748221
78,0.2915331100325078
79,0.5682185921951792
80,0.370759271384791
81,0.3233893648999643
82,0.3092470497052243
83,0.3549976807656951
84,0.5344198472054469
85,0.30450949788101084
86,0.4517708626017975
87,0.3102411179685958
88,0.6817460253961714
89,0.27615667638638564
90,0.4427660017219909
91,0.31428627321974967
92,0.5242036092278051
93,0.353787460612286
94,0.3708697354304612
95,0.4760166067965057
96,0.33445964759541835
97,0.6701584078595937
98,0.47891685091829744
99,0.2854750891808495
100,0.3675593583237253
101,0.401345704604923
102,0.39377596136182014
103,0.38057422435946503
104,0.296763177180207
105,0.2801454659194656
106,0.2887520295031082
