Id,Predicted
1,0.432568345790057
2,0.4310122626392968
3,0.6796120029671435
4,0.709914702032348
5,0.42809927503449374
6,0.4371244316923912
7,0.5113752384902484
8,0.29259313867827746
9,0.3992135894370786
10,0.4306912607553954
11,0.35990999970782284
12,0.39021698186883913
13,0.7361570237606709
14,0.4352742496912923
15,0.4204887191442905
16,0.971351835605515
17,0.5758224176577605
18,0.4254458855270496
19,0.423562439148142
20,0.6849700658138983
21,0.4286631290301528
22,1.0
23,0.40231808013699605
24,0.438450793050853
25,0.9365741650973348
26,0.4402660599717141
27,0.47586751734024046
28,0.4087856465657668
29,0.4060368437530312
30,0.40388712442032815
31,0.4252681420388926
32,0.9999999999998541
33,0.43350524473641183
34,0.4140007140231956
35,0.5785192090273495
36,0.9999989259931423
37,0.9999740874211633
38,0.7151690264613728
39,0.9541602271329866
40,0.9352704430551434
41,0.4372727650854429
42,0.6970355610682365
43,0.6308743286496085
44,0.5849821205452119
45,0.41246757851624827
46,0.43995022269776096
47,0.7732939486363896
48,0.2753217099692106
49,1.0
50,0.9999642866156094
51,0.43571058188492684
52,0.9999690933807067
53,0.380231952638211
54,0.9999999835042805
55,0.9999997765833333
56,0.5802974267322755
57,0.4013924019637839
58,0.27980957205020424
59,0.4321067641486135
60,0.4318506474961115
61,0.38638255580527026
62,0.3996925291479745
63,0.4867467072369098
64,0.6991023085054919
65,1.0
66,0.6783565632767602
67,0.43723398530903396
68,0.4345981172643079
69,0.700266680753939
70,0.40817461876527905
71,0.6070865431227371
72,0.4187452318311624
73,0.4288494567390622
74,0.9711829337160169
75,0.4006421072906505
76,0.6683145821752493
77,0.41869897161046543
78,0.5785924058708604
79,0.8272595680518909
80,0.30248921529604816
81,0.3621064372167967
82,0.39501223104669003
83,0.9379553316588388
84,0.9999996663958779
85,0.42798870047936755
86,0.9993176175993318
87,0.40206329224433734
88,0.9998291198293217
89,0.4344196776756734
90,0.9974389040357775
91,0.4226793708935125
92,0.9999996710958337
93,0.4102130077074757
94,0.987243768829042
95,0.9989732141317581
96,0.386098337477753
97,1.0
98,1.0
99,0.4303109699045453
100,0.9999842446190089
101,0.9960830758309396
102,0.9197826622402685
103,0.999999999999952
104,0.5042269267128809
105,0.5758582624146376
106,0.5634348033426932
107,0.42647722989759784
108,1.0
109,0.4159854650024148
110,0.7150270464666807
111,0.42713490978439916
112,0.4272563486131773
113,0.9759490533061589
114,0.7185674428369859
115,0.384075934389965
116,0.8214347485206108
117,0.4082511703666745
118,0.4253699685159852
119,0.4332588069630385
120,0.9999999999985538
121,0.9999999999989675
122,0.7276972880585604
123,0.6914757458394493
124,0.5762263968088503
125,0.5752007589604854
126,0.39913336719725084
127,0.9701268206278437
128,0.3977095036901281
129,0.4167032489714745
130,0.43578842779056176
131,0.6469338139863469
132,0.9928247860986016
133,0.45654319038597396
134,0.9999999999954303
135,0.8928037184416819
136,0.63039218893814
137,0.9999999994747204
138,0.4375852133608899
139,0.43218756300927935
140,0.485084850715865
141,0.4281800789445183
142,0.5646948282670291
143,0.4717502479398584
144,0.7204161710451028
145,0.9999773262264597
146,0.5703265114859953
147,0.434053057056438
148,0.9999999999998799
149,0.4268416223121995
150,0.4340891552835597
151,0.9979548379294938
152,0.42502039241525774
153,0.4005116939147666
154,0.42553579739901176
155,0.493718174063877
156,1.0
157,0.3948056033408335
158,0.41335853725708205
159,0.43354607129596157
160,0.6978660435778603
161,0.6544201373600088
162,0.4334850870464643
163,0.9999492938586091
164,0.8832849793055118
165,0.3013167340287233
166,0.9999999992783108
167,0.4241724170447644
168,0.38558611826408906
169,0.7000477759368254
170,1.0
171,0.9857362524702302
172,0.7612070951131698
173,0.42659228238686603
174,0.6804330116453244
175,0.6555549321085458
176,0.9346070633426429
177,0.8506858134642983
178,0.7041177102146613
179,0.4323207355951186
180,0.5715175873605203
181,1.0
182,0.9999838610910696
183,0.8310849329368467
184,0.8821478233240646
185,0.4283578668065698
186,0.9528059089796899
187,0.5044193476699114
188,0.4193869626405913
189,0.43203243270298947
190,0.41001386841160387
191,0.5601871870042178
192,1.0
193,0.9710472787853902
194,0.5383075019096226
195,0.9470270292986558
196,1.0
197,0.5224317307649866
198,0.4224039703878652
199,0.3720040523157588
200,0.41661037938065787
201,0.3894948857326048
202,0.9879666693802343
203,0.38761566641978973
204,0.8959961075705611
205,0.9903563426929735
206,0.9168485441133429
207,0.8579635405408523
208,0.40482058510698454
209,0.8769057195998416
210,0.9927654341286792
211,0.9162851518287298
212,0.9999999987020489
213,0.9952040133932974
214,0.7115745699066529
215,0.5390443225010726
216,0.7775008956108923
217,0.7947998993631643
218,0.9962615038678339
219,0.4167108512844459
220,0.9999999588697571
221,0.42825466850149724
222,0.43611628046359957
223,0.9999999282919181
224,0.9248278569806682
225,0.9344839691699192
226,0.42881204561995
227,0.40127107129853185
228,0.43298137040062296
229,0.8025462538152353
230,0.7036660634224425
231,0.9999063328070167
232,0.45829387628570706
233,0.9980428664983262
234,0.45239462730761637
235,0.43326365059821725
236,0.9441429740630675
237,1.0
238,0.9999990742608834
239,0.44256095857815503
240,0.5822680638656016
241,0.9999897468832408
242,0.42527653764488826
243,0.3399118961547931
244,0.4354799313904136
245,0.4247228785347997
246,1.0
247,0.7498673686741402
248,0.38767723637612966
249,0.8567213348988633
250,0.6937511878313654
251,0.43299539316144176
252,0.9994974639517932
253,0.9999999575524356
254,0.9501820336408607
255,0.43352985882042355
256,0.5767135314701787
257,0.4075590580466686
258,1.0
259,0.4083241991003349
260,0.4235485066222159
261,0.7530247259040335
262,0.9992163409947895
263,0.4357138954397983
264,0.4170763503746229
265,0.9624877515723232
266,0.4371047218192068
267,0.5319975230011786
268,0.35980015448621644
269,0.9721506498296326
270,1.0
271,0.9963809234022739
272,0.8605350332071876
273,0.9943476034335751
274,0.4197867520299004
275,0.4328003069692549
276,0.43422325931390787
277,0.42571445637460614
278,0.9845543525449766
279,0.8124078489579984
280,0.9763801404384186
281,1.0
282,0.9999999558377124
283,0.9717599166193359
284,0.9999999999999734
285,0.5664658222463469
286,0.3960555311365456
287,0.38526785878354813
288,0.42696337123133793
289,1.0
290,0.4875583499885844
291,0.9999999999999944
292,0.4963358416078948
293,0.5074321110702656
294,1.0
295,0.9980828989719486
296,1.0
297,0.999999999999921
298,0.907719522681034
299,0.4304550100864968
300,0.48960761101331735
301,0.6064636083273856
302,0.4370396494119722
303,0.4212528142880514
304,0.42009725578183005
305,0.41694287470473873
306,0.4304421238693471
307,1.0
308,0.7728184289611127
309,0.9999998753747341
310,0.4381452467775836
311,0.42074156513386674
312,0.651403172628418
313,0.39716757694506816
314,0.6556487065817576
315,0.9613315009934938
316,0.5883751765051979
317,0.9998369219789313
318,0.9999998847252451
319,0.9999945575667734
320,0.5686837951348681
321,0.9089060010222436
322,0.5302716808125838
323,0.3802589897636304
324,0.42301790760605595
325,0.43560364075980373
326,0.43220371722140616
327,0.767545097847015
328,0.42610250964399166
329,0.9999999978273131
330,0.9954866787857203
331,0.431643879632944
332,0.4300007258500168
333,0.43847591889289605
334,0.43081631659922376
335,0.6334575389747964
336,0.35354957507005
337,0.9401532221926012
338,0.6974668242289678
339,1.0
340,0.6273148534168907
341,0.600777827070791
342,0.5644906559787782
343,1.0
344,0.5733649478546499
345,0.5794028317663279
346,0.4038322973487541
347,0.4348682320445109
348,0.43181582268110397
349,0.4489089718810345
350,0.9699482990710336
351,0.4348954440492848
352,0.6686359742121398
353,0.39292478151454446
354,0.79923545238704
355,0.9999995812267162
356,0.42482881433298103
357,0.9999976728995923
358,0.9999987131320571
359,0.39191918686144706
360,0.4135133187170275
361,0.42165756168928176
362,0.9317914805938796
363,0.321326649667678
364,0.4057987267521082
365,0.9988000406318901
366,0.7152532434657798
367,0.4099744149149228
368,0.9999843225891075
369,0.6326571826350735
370,0.4112828194350803
371,0.9997246829573083
372,0.48716470110047455
373,1.0
374,0.999998138987446
375,0.4274604701050516
376,0.9997899118691616
377,0.9999999995772777
378,0.9176947388859319
379,0.3599637955744404
380,0.7878789441787794
381,0.40218442372881896
382,0.9248091535647147
383,0.9798865394739172
384,0.9999999995220386
385,0.9999999999999614
386,0.8286050037724311
387,0.8932402756696504
388,1.0
389,0.4132350612125014
390,0.8658184257707422
391,0.6129025366737182
392,0.5719767416670554
393,0.5200777551756715
394,0.833538151231163
395,0.4185857701558735
396,0.9999999999999829
397,0.9935465550593638
398,1.0
399,0.9010975920107438
400,0.43331110449832133
401,0.399565411729084
402,0.9794250246277536
403,0.3822140103012996
404,0.4343467345132833
405,0.4374160524780185
406,0.5821226508553108
407,0.5117257136338172
408,0.9585432216346139
409,0.4229380832972811
410,0.9999999989457065
411,0.8034580245486974
412,0.5801408805998555
413,1.0
414,0.4329171192115669
415,0.4306378006765573
416,0.9965682084164379
417,0.428094921197079
418,0.41921876858536944
419,0.4085413175661154
420,0.9997904672650644
421,0.4271747901901177
422,0.9991916923566367
423,0.852563477965342
424,0.43683825243591595
425,0.4380196415624318
426,0.5821097888763174
427,0.5671970247985682
428,0.20640138394792668
429,1.0
430,0.5802477069889863
431,0.559238404112744
432,0.9185784980452365
433,0.4339635193110641
434,0.9999998842769887
435,0.42598521827053054
436,0.9790289408033981
437,0.4389313607930915
438,0.5019762782416832
439,0.98358233132296
440,0.4353972488903568
441,0.35432361248774547
442,0.4195665448634805
443,0.4350777339617411
444,0.76755810123074
445,0.379386021986382
446,0.4294739853958186
447,0.419428711852747
448,0.43355684875876926
449,0.42837083445380614
450,0.4325694720476261
451,0.4268449427968007
452,0.7633255812621129
453,0.4236051519223435
454,0.9998280354995202
455,0.5586095690936826
456,0.8198115970270684
457,0.947447274124418
458,0.4074944314285311
459,0.9999976802206817
460,0.45553975051504075
461,0.4246922136869396
462,0.479506441499067
463,0.9999946659153034
464,0.9999999999970468
465,0.41282092762094136
466,0.34937500405411576
467,0.977731931108982
468,0.7609675468353528
469,0.4074398566922731
470,0.8768603438138403
471,0.40270159192210997
472,0.4177853200546046
473,0.430124915325289
474,0.4141415541767871
475,0.6712664148337294
476,0.8796307701636333
477,0.4344328412282135
478,0.4245076900788067
479,0.3232758099988747
480,0.42968977594765373
481,0.42387824871352486
482,0.5033773578711543
483,0.43922240422728337
484,0.999999999999982
485,0.5770103539328266
486,0.9999791236278468
487,0.9900301689732521
488,0.3284601109555478
489,1.0
490,0.29548312867954124
491,0.43791579224158295
492,0.41518722114045775
493,0.42280622282362024
494,0.43453896892342675
495,0.4362132983536581
496,0.43640923359013745
497,0.7601275247035851
498,0.43479838776090457
499,0.999944343075818
500,0.8754236553537927
501,0.4272229040660324
502,0.43282358270641696
503,0.4248389203785445
504,0.37397291636643637
505,0.714315600433961
506,0.9999308930227004
507,0.5145293130861656
508,0.4207983230245961
509,0.40284503785492365
510,0.4243547751734441
511,0.44144602931515886
512,0.41303369884091073
513,0.41086555915339923
514,0.42910387227898134
515,0.4330394817036545
516,0.5706440002135923
517,0.19198115061156787
518,0.4346331913467223
519,0.4362730520999051
520,0.40912315535390076
521,0.9999999999996567
522,0.2869910703991738
523,0.4810568186143023
524,0.9601090518177317
525,0.5780153588741549
526,0.4381572853476501
527,0.9867360825650664
528,0.9457871350351473
529,1.0
530,0.9999999957053263
531,0.420963838452863
532,0.13132905299153513
533,0.4075443383182098
534,0.4339396847255946
535,0.9870164643403295
536,0.4314501071032325
537,0.9999925031428862
538,0.410718243906482
539,0.4362207231137875
540,0.9688517815618501
541,0.19850976560641984
542,0.4391421412382291
543,1.0
544,0.9403721800465693
545,0.9999923092781972
546,0.9754867446318305
547,0.35152374710966555
548,0.9999988724630865
549,0.3524189738088843
550,0.9998276390936498
551,0.5399188086990724
552,0.9999983554383794
553,0.42827402566322453
554,0.4288777144026069
555,0.9999999974351597
556,0.5085656771626961
557,0.9502273710576886
558,0.5822444350390301
559,0.4300246517409017
560,0.4077048785514527
561,0.9990986729880404
562,0.4150719876179508
563,0.7605711701046686
564,0.9952636833515287
565,0.4039414594805228
566,0.06791454506055172
567,0.4148995203399352
568,0.49932530389060964
569,0.9523002667536546
570,0.5159521702646042
571,0.5810267330622914
572,0.17928185509880198
573,0.28153149464678523
574,1.0
575,0.4476001207764998
576,0.9915310789960248
577,0.5678511275633792
578,0.9993585771657526
579,0.43044705694530483
580,0.6929534554683962
581,0.42786397081868743
582,0.4293650947724608
583,0.435945468429673
584,0.5058074616363016
585,0.965167924996646
586,0.8111756080614749
